Year	DoY	Hour	NEE	LE	H	Rg	Tair	Tsoil	rH	VPD	Ustar
2023	91	23.5	3.44	-2.14	-1.96	0.0	21.3	22.1	99.6	0.1	0.1
2023	92	0.0	4.76	2.08	-3.99	0.0	21.05	22.03	99.62	0.09	0.09
2023	92	0.5	6.09	6.31	-2.36	0.0	20.81	22.0	99.6	0.1	0.1
2023	92	1.0	8.83	1.63	-2.64	0.0	20.55	21.95	99.64	0.09	0.1
2023	92	1.5	10.98	4.77	-9.88	0.0	20.42	21.93	99.65	0.08	0.15
2023	92	2.0	2.01	7.9	-12.27	0.0	20.3	21.93	99.51	0.12	0.1
2023	92	2.5	1.36	7.54	6.81	0.0	20.51	21.88	94.21	1.39	0.11
2023	92	3.0	0.71	7.17	-1.54	0.0	22.72	21.83	70.56	8.11	0.03
2023	92	3.5	0.06	11.08	-2.63	0.0	23.28	21.71	63.75	10.33	0.06
2023	92	4.0	-0.68	7.52	-3.72	0.0	23.56	21.67	63.58	10.56	0.09
2023	92	4.5	0.07	3.96	-3.96	0.0	22.68	21.67	71.63	7.8	0.15
2023	92	5.0	0.81	2.19	-4.21	0.0	22.46	21.58	72.25	7.52	0.08
2023	92	5.5	1.25	-1.77	-7.12	0.06	22.3	21.56	73.88	7.01	0.08
2023	92	6.0	-0.28	-5.73	-3.97	4.93	22.28	21.43	76.19	6.38	0.09
2023	92	6.5	0.39	5.13	-3.19	33.97	22.33	21.37	76.51	6.32	0.05
2023	92	7.0	4.51	15.99	-16.45	69.21	22.37	21.37	77.19	6.15	0.12
2023	92	7.5	0.86	26.02	-17.95	98.25	22.19	21.35	79.62	5.44	0.21
2023	92	8.0	-2.78	60.25	-2.13	206.04	22.54	21.3	79.01	5.72	0.24
2023	92	8.5	-3.6	31.45	14.55	320.0	23.07	21.24	79.56	5.75	0.29
2023	92	9.0	-10.03	154.79	72.79	466.23	24.12	21.29	77.85	6.64	0.46
2023	92	9.5	-12.28	143.83	93.99	542.76	24.78	21.36	74.81	7.85	0.47
2023	92	10.0	-11.5	200.48	142.57	594.74	25.14	21.49	72.61	8.72	0.45
2023	92	10.5	-12.28	175.68	161.35	590.76	25.55	21.61	69.85	9.84	0.46
2023	92	11.0	-11.55	160.51	193.92	670.76	26.06	21.78	67.82	10.82	0.44
2023	92	11.5	-14.33	221.84	171.75	621.04	26.44	22.02	66.12	11.66	0.57
2023	92	12.0	-9.52	123.13	155.79	499.77	27.33	22.21	62.63	13.54	0.64
2023	92	12.5	-5.84	105.88	139.83	562.54	27.55	22.31	60.87	14.36	0.43
2023	92	13.0	-8.16	76.15	55.26	412.62	27.81	22.52	59.35	15.15	0.16
2023	92	13.5	-9.87	200.35	64.8	240.71	26.99	22.67	66.62	11.86	0.57
2023	92	14.0	-9999	51.95	114.67	24.52	24.21	22.7	76.17	7.18	0.81
2023	92	14.5	-9999	-9999	-9999	8.31	19.49	22.71	89.93	-9999	-9999
2023	92	15.0	-9999	-9999	-9999	29.64	21.05	21.68	71.84	-9999	-9999
2023	92	15.5	-9999	-9999	-9999	74.94	19.94	21.12	81.87	4.21	0.52
2023	92	16.0	-9999	35.86	-28.73	70.31	21.66	20.86	67.99	8.27	0.28
2023	92	16.5	-6.38	18.61	-15.3	80.19	21.58	20.83	74.59	6.53	0.62
2023	92	17.0	-2.08	1.36	-1.86	94.28	21.67	20.83	79.75	5.23	0.09
2023	92	17.5	2.21	-9999	-33.54	49.38	21.32	20.83	82.56	4.41	0.45
2023	92	18.0	0.66	-9999	-22.41	7.51	21.92	20.84	76.96	6.04	0.15
2023	92	18.5	0.7	-9999	-11.28	0.21	23.38	20.88	65.1	10.0	0.2
2023	92	19.0	0.75	-9999	-0.15	0.0	23.64	20.9	63.74	10.56	0.18
2023	92	19.5	0.79	3.12	-2.17	0.0	23.48	20.9	64.71	10.18	0.08
2023	92	20.0	-2.74	8.1	-4.97	0.0	23.43	20.87	62.71	10.72	0.22
2023	92	20.5	-1.15	13.08	-7.77	0.0	23.63	20.83	64.77	10.25	0.24
2023	92	21.0	0.44	-1.39	-2.51	0.0	24.1	20.83	56.34	13.07	0.1
2023	92	21.5	2.15	4.27	-0.95	0.0	23.69	20.82	59.65	11.79	0.08
2023	92	22.0	3.87	4.1	-3.61	0.0	23.28	20.78	62.94	10.56	0.08
2023	92	22.5	2.74	-9999	-2.26	0.0	22.49	20.77	68.06	8.68	0.06
2023	92	23.0	2.81	-9999	-2.75	0.0	21.99	20.77	72.43	7.26	0.06
2023	92	23.5	0.64	-9999	-1.74	0.0	21.63	20.74	76.65	6.02	0.05
2023	93	0.0	1.38	-9999	-4.44	0.0	21.23	20.69	79.24	5.22	0.1
2023	93	0.5	0.72	-5.36	-9999	0.0	20.84	20.64	82.3	4.35	0.08
2023	93	1.0	0.07	-5.92	-9999	0.0	20.57	20.56	85.87	3.41	0.13
2023	93	1.5	0.62	-9.13	-9999	0.0	20.29	20.51	89.28	2.54	0.11
2023	93	2.0	5.5	-12.33	-9.21	0.0	19.84	20.5	91.96	1.86	0.12
2023	93	2.5	5.8	-5.54	-7.85	0.0	19.19	20.5	95.87	0.92	0.12
2023	93	3.0	5.21	-3.75	-38.27	0.0	18.87	20.43	99.27	0.16	0.18
2023	93	3.5	8.21	-2.16	-9999	0.0	18.93	20.43	99.66	0.07	0.36
2023	93	4.0	5.22	-1.82	-9999	0.0	19.04	20.43	99.78	0.05	0.35
2023	93	4.5	6.37	-1.47	-9999	0.0	19.09	20.42	99.84	0.03	0.24
2023	93	5.0	10.83	-3.02	-43.04	0.0	19.11	20.41	99.92	0.02	0.26
2023	93	5.5	14.67	-2.71	-28.38	0.08	19.06	20.42	99.93	0.01	0.25
2023	93	6.0	9.17	-11.85	-13.11	4.82	19.3	20.42	99.97	0.01	0.24
2023	93	6.5	7.96	-2.68	-36.63	28.98	19.38	20.42	99.98	0.0	0.23
2023	93	7.0	-9999	8.36	-9999	73.5	19.28	20.43	99.91	0.02	0.32
2023	93	7.5	-9999	44.44	-9999	107.72	19.17	20.43	99.75	0.05	0.32
2023	93	8.0	-9999	80.52	-9999	163.82	20.06	20.43	98.36	0.38	0.4
2023	93	8.5	-9999	116.6	-9999	379.75	21.48	20.43	92.2	1.99	0.55
2023	93	9.0	-12.29	206.34	42.62	437.66	22.96	20.48	85.37	4.09	0.58
2023	93	9.5	-15.13	303.91	106.76	621.85	23.75	20.58	81.15	5.53	0.82
2023	93	10.0	-8.92	222.87	114.4	716.49	24.03	20.72	77.57	6.69	0.62
2023	93	10.5	-10.63	239.14	118.37	785.91	24.82	20.89	73.89	8.16	0.49
2023	93	11.0	-13.01	369.32	150.5	846.08	26.04	21.18	67.2	11.02	0.46
2023	93	11.5	-9.94	430.4	231.29	864.76	27.02	21.42	58.54	14.75	0.51
2023	93	12.0	-10.52	299.43	222.71	946.61	27.59	21.62	55.55	16.36	0.32
2023	93	12.5	-15.59	554.69	180.89	940.6	28.28	21.83	51.73	18.5	0.42
2023	93	13.0	-14.69	443.64	139.07	967.54	28.67	22.1	49.12	19.94	0.38
2023	93	13.5	-10.38	122.59	97.25	539.68	27.73	22.35	61.16	14.41	0.42
2023	93	14.0	-10.38	293.97	48.17	436.24	26.97	22.57	69.27	10.9	0.5
2023	93	14.5	-9.63	285.8	30.55	346.12	27.18	22.65	66.92	11.88	0.6
2023	93	15.0	-8.78	89.06	57.95	215.11	24.56	22.69	72.37	8.5	0.53
2023	93	15.5	-7.93	147.04	85.36	463.23	24.47	22.74	72.29	8.48	0.4
2023	93	16.0	-4.42	75.48	39.38	378.44	25.39	22.75	66.61	10.8	0.32
2023	93	16.5	-2.95	71.22	6.48	113.28	24.84	22.64	71.13	9.03	0.3
2023	93	17.0	-0.18	-9999	15.63	23.15	23.79	22.63	74.15	7.59	0.4
2023	93	17.5	7.35	-9999	-9999	15.98	22.59	22.54	79.22	5.68	0.75
2023	93	18.0	1.46	-9999	-9999	16.44	22.85	22.28	86.91	3.63	0.43
2023	93	18.5	13.54	-9999	-9999	0.4	21.67	22.12	86.18	3.57	0.29
2023	93	19.0	13.03	-9999	-9999	0.0	22.18	22.07	81.05	5.05	0.06
2023	93	19.5	12.52	-9999	-26.44	0.0	21.22	21.98	87.99	3.02	0.65
2023	93	20.0	1.02	-9999	-18.11	0.0	23.04	21.97	73.14	7.54	0.36
2023	93	20.5	-0.81	-8.66	-9.79	0.0	23.52	21.9	68.41	9.13	0.1
2023	93	21.0	-0.63	-3.12	-1.46	0.0	22.3	21.82	78.07	5.89	0.07
2023	93	21.5	-0.44	2.42	-6.54	0.0	22.71	21.75	75.63	6.71	0.07
2023	93	22.0	0.37	-2.19	-3.75	0.0	22.86	21.73	75.14	6.9	0.09
2023	93	22.5	2.9	-4.24	-2.84	0.0	22.77	21.69	76.77	6.42	0.12
2023	93	23.0	2.24	-6.3	-1.92	0.0	22.45	21.6	78.84	5.73	0.05
2023	93	23.5	0.73	-8.36	-1.01	0.0	22.5	21.6	78.74	5.78	0.07
2023	94	0.0	-0.78	-9.55	-2.78	0.0	22.07	21.54	83.58	4.35	0.09
2023	94	0.5	0.8	-10.74	-4.24	0.0	21.89	21.47	85.96	3.68	0.09
2023	94	1.0	1.9	-6.41	-5.61	0.0	21.46	21.47	90.96	2.31	0.13
2023	94	1.5	4.36	-2.09	-6.97	0.0	20.86	21.38	97.12	0.71	0.12
2023	94	2.0	0.26	2.23	-3.59	0.0	20.71	21.3	98.3	0.42	0.09
2023	94	2.5	0.9	2.41	-3.2	0.0	21.25	21.28	92.6	1.86	0.04
2023	94	3.0	8.68	2.6	-12.86	0.0	21.04	21.24	90.86	2.27	0.13
2023	94	3.5	4.66	3.32	-29.43	0.0	21.07	21.23	90.13	2.46	0.24
2023	94	4.0	6.65	4.69	-41.17	0.0	21.06	21.23	90.17	2.45	0.4
2023	94	4.5	8.12	6.05	-41.16	0.0	20.64	21.22	92.48	1.82	0.4
2023	94	5.0	7.96	4.78	-41.16	0.0	20.46	21.15	93.01	1.68	0.49
2023	94	5.5	5.17	3.5	-41.15	0.12	20.46	21.11	93.08	1.66	0.45
2023	94	6.0	6.23	2.22	-42.38	7.43	20.35	21.09	93.77	1.49	0.39
2023	94	6.5	1.05	16.68	-43.6	33.48	20.59	21.03	92.61	1.79	0.44
2023	94	7.0	-2.57	34.9	-22.4	59.63	20.87	21.03	91.78	2.02	0.58
2023	94	7.5	-4.86	80.64	3.49	79.53	21.26	21.01	90.6	2.37	0.76
2023	94	8.0	-4.06	120.66	9.51	103.4	21.74	20.98	88.11	3.08	0.69
2023	94	8.5	-6.89	148.18	44.16	405.73	22.36	20.97	84.81	4.09	0.71
2023	94	9.0	-8.59	136.4	91.16	440.5	22.92	21.01	81.75	5.09	0.69
2023	94	9.5	-11.78	281.18	106.52	664.21	23.72	21.13	78.46	6.3	0.77
2023	94	10.0	-8.62	201.84	86.84	744.28	24.26	21.29	75.27	7.48	0.54
2023	94	10.5	-12.72	217.18	219.11	807.07	25.3	21.45	69.58	9.78	0.65
2023	94	11.0	-10.96	454.7	213.79	870.23	26.26	21.64	62.23	12.86	0.36
2023	94	11.5	-15.82	122.47	200.48	882.33	27.17	21.89	57.91	15.11	0.57
2023	94	12.0	-14.14	403.94	187.18	933.72	27.81	22.14	56.15	16.34	0.56
2023	94	12.5	-7.68	528.28	173.87	887.82	28.18	22.28	52.82	17.97	0.47
2023	94	13.0	-9.33	230.86	228.07	895.21	28.56	22.52	49.11	19.82	0.3
2023	94	13.5	-7.58	308.69	248.49	883.76	29.2	22.77	48.15	20.95	0.49
2023	94	14.0	-7.97	303.05	-9999	808.5	29.25	22.94	47.66	21.21	0.4
2023	94	14.5	-13.2	360.52	-9999	771.68	28.9	23.11	52.49	18.87	0.73
2023	94	15.0	-10.41	258.67	-9999	641.09	28.73	23.04	53.36	18.34	0.54
2023	94	15.5	-8.28	156.82	98.82	395.12	28.64	23.07	55.03	17.59	0.44
2023	94	16.0	-8.36	70.41	83.67	451.8	28.06	23.06	61.88	14.42	0.41
2023	94	16.5	-3.49	74.5	68.52	281.27	27.37	23.07	68.5	11.45	0.48
2023	94	17.0	-2.11	54.76	29.43	205.12	26.99	23.06	71.6	10.09	0.45
2023	94	17.5	-0.84	35.02	19.49	80.72	26.03	23.0	81.3	6.28	0.43
2023	94	18.0	3.5	15.29	-3.32	33.19	25.23	22.95	86.75	4.24	0.3
2023	94	18.5	6.3	4.51	-4.09	2.76	24.47	22.97	91.25	2.68	0.31
2023	94	19.0	13.92	17.27	-9999	0.0	23.83	22.94	94.93	1.49	0.4
2023	94	19.5	11.88	12.4	-9999	0.0	23.22	22.95	98.5	0.43	0.23
2023	94	20.0	7.43	7.54	-9999	0.0	22.99	22.92	98.53	0.41	0.2
2023	94	20.5	4.41	5.4	-8.85	0.0	22.79	22.87	98.01	0.55	0.13
2023	94	21.0	8.19	3.27	-5.18	0.0	22.61	22.82	97.92	0.57	0.24
2023	94	21.5	7.05	2.48	-6.01	0.0	22.45	22.75	98.62	0.37	0.16
2023	94	22.0	3.09	4.19	-7.29	0.0	22.32	22.73	98.35	0.44	0.11
2023	94	22.5	-0.59	0.68	-8.58	0.0	22.35	22.69	97.67	0.63	0.13
2023	94	23.0	8.06	-1.56	-24.82	0.0	22.16	22.57	98.73	0.34	0.15
2023	94	23.5	11.09	1.55	-19.33	0.0	22.04	22.54	99.06	0.25	0.32
2023	95	0.0	14.13	-9999	-13.85	0.0	21.81	22.5	99.43	0.15	0.17
2023	95	0.5	5.62	-9999	-8.36	0.0	21.54	22.5	99.58	0.11	0.13
2023	95	1.0	0.04	-9999	-12.4	0.0	21.5	22.5	98.32	0.43	0.09
2023	95	1.5	8.67	-9999	-22.43	0.0	21.82	22.43	92.58	1.93	0.18
2023	95	2.0	6.6	-9999	-28.24	0.0	21.91	22.36	89.19	2.83	0.25
2023	95	2.5	8.65	17.81	-36.63	0.0	21.79	22.29	88.76	2.92	0.33
2023	95	3.0	4.86	16.14	-40.51	0.0	21.9	22.23	87.18	3.36	0.31
2023	95	3.5	8.23	7.61	-33.45	0.0	21.62	22.17	88.49	2.97	0.28
2023	95	4.0	6.24	7.45	-31.6	0.0	21.34	22.13	89.7	2.61	0.28
2023	95	4.5	4.62	7.92	-39.57	0.0	21.32	22.07	89.52	2.65	0.33
2023	95	5.0	9.23	7.72	-9999	0.0	21.34	22.06	89.47	2.67	0.49
2023	95	5.5	6.86	7.51	-9999	0.15	21.24	21.99	89.89	2.54	0.45
2023	95	6.0	4.6	7.31	-9999	7.16	21.17	21.88	90.55	2.37	0.39
2023	95	6.5	2.03	15.26	-42.81	31.75	21.37	21.87	89.67	2.62	0.4
2023	95	7.0	-1.47	48.35	-30.09	56.47	21.75	21.8	88.31	3.03	0.41
2023	95	7.5	-3.68	73.32	-17.09	79.69	22.25	21.8	86.95	3.49	0.47
2023	95	8.0	-5.89	165.33	13.8	103.31	22.93	21.79	84.74	4.25	0.58
2023	95	8.5	-10.86	183.06	96.15	354.98	23.57	21.76	82.38	5.11	0.65
2023	95	9.0	-10.05	245.57	92.75	455.03	24.02	21.77	79.49	6.11	0.79
2023	95	9.5	-10.63	233.63	130.01	642.54	24.68	21.86	76.5	7.28	0.77
2023	95	10.0	-8.88	217.18	142.31	719.75	25.16	21.98	74.34	8.18	0.62
2023	95	10.5	-9.48	273.98	165.71	782.44	25.38	22.13	71.3	9.27	0.65
2023	95	11.0	-14.98	254.96	213.99	714.25	26.33	22.29	66.81	11.34	0.52
2023	95	11.5	-12.11	333.67	232.8	864.55	26.79	22.56	65.8	12.01	0.66
2023	95	12.0	-12.95	247.95	266.34	936.32	27.3	22.76	63.65	13.15	0.32
2023	95	12.5	-9.97	220.7	211.85	866.15	27.82	22.88	60.85	14.61	0.45
2023	95	13.0	-13.63	260.47	157.37	564.82	28.08	23.03	59.92	15.18	0.51
2023	95	13.5	-6.91	117.47	164.97	218.51	26.53	23.28	65.82	11.82	0.93
2023	95	14.0	-9999	-9999	-9999	63.71	24.6	23.39	64.44	10.96	1.18
2023	95	14.5	-9999	-9999	-9999	49.11	22.53	23.47	80.89	5.2	0.39
2023	95	15.0	-9999	-9999	-9999	37.35	22.0	23.31	81.45	4.89	0.29
2023	95	15.5	-9999	205.07	-9999	34.29	23.1	23.15	75.01	7.04	0.52
2023	95	16.0	-2.19	137.12	-9999	57.15	23.16	23.06	75.38	6.96	0.39
2023	95	16.5	1.02	69.17	-9999	54.56	23.41	22.96	76.53	6.74	0.07
2023	95	17.0	0.6	1.23	-2.56	46.88	23.52	22.86	76.74	6.72	0.06
2023	95	17.5	-1.64	2.97	3.54	30.07	23.82	22.77	75.25	7.28	0.14
2023	95	18.0	-0.03	1.98	1.63	6.05	23.77	22.69	75.74	7.12	0.08
2023	95	18.5	-0.08	2.31	-5.04	0.28	24.17	22.6	74.86	7.55	0.1
2023	95	19.0	-0.13	2.65	-11.71	0.0	24.48	22.53	77.56	6.87	0.27
2023	95	19.5	-1.2	2.98	0.55	0.0	24.55	22.51	81.44	5.71	0.06
2023	95	20.0	-0.14	-3.71	-1.55	0.0	24.3	22.43	80.09	6.03	0.05
2023	95	20.5	0.92	-10.4	-3.65	0.0	24.25	22.37	79.63	6.15	0.14
2023	95	21.0	1.17	-9999	-9999	0.0	23.96	22.31	79.75	6.01	0.07
2023	95	21.5	0.61	-9999	-9999	0.0	23.91	22.22	79.15	6.17	0.06
2023	95	22.0	0.06	-9999	-9999	0.0	23.95	22.14	78.0	6.53	0.06
2023	95	22.5	0.03	-9999	-9999	0.0	24.2	22.1	76.52	7.07	0.07
2023	95	23.0	0.0	0.93	-9999	0.0	24.34	22.1	75.34	7.49	0.02
2023	95	23.5	0.27	-1.27	-9999	0.0	24.54	22.01	73.43	8.17	0.03
2023	96	0.0	-0.36	-0.82	-9999	0.0	24.66	21.97	73.39	8.24	0.03
2023	96	0.5	-0.12	-0.36	-9999	0.0	24.56	21.84	74.92	7.72	0.05
2023	96	1.0	0.13	-0.14	0.15	0.0	24.44	21.8	76.37	7.22	0.05
2023	96	1.5	1.18	16.36	-1.53	0.0	24.34	21.78	76.42	7.16	0.07
2023	96	2.0	2.22	7.73	-3.22	0.0	23.45	21.73	76.67	6.72	0.1
2023	96	2.5	3.27	-0.89	-4.89	0.0	22.79	21.73	81.92	5.0	0.08
2023	96	3.0	2.02	2.11	-7.65	0.0	22.83	21.68	81.58	5.11	0.12
2023	96	3.5	0.78	3.07	-6.73	0.0	22.6	21.66	81.86	4.96	0.11
2023	96	4.0	1.73	4.03	-9.62	0.0	22.42	21.63	82.01	4.87	0.14
2023	96	4.5	2.92	2.24	-7.09	0.0	22.03	21.56	83.66	4.32	0.18
2023	96	5.0	-1.23	0.44	-11.33	0.0	22.37	21.44	82.82	4.63	0.13
2023	96	5.5	1.26	-1.35	-14.55	0.15	22.39	21.43	83.29	4.51	0.15
2023	96	6.0	3.37	-2.07	-17.88	8.72	22.27	21.42	84.55	4.14	0.26
2023	96	6.5	4.54	6.59	-24.88	41.01	21.97	21.37	86.29	3.61	0.29
2023	96	7.0	-1.33	40.72	-23.8	65.66	22.24	21.37	86.01	3.74	0.43
2023	96	7.5	-2.4	48.41	-7.54	95.39	22.64	21.37	85.51	3.97	0.52
2023	96	8.0	-3.47	90.94	8.73	113.09	23.16	21.37	84.87	4.28	0.61
2023	96	8.5	-6.28	201.06	40.72	302.44	23.87	21.37	82.93	5.04	0.76
2023	96	9.0	-11.69	208.92	84.35	448.61	24.63	21.4	79.73	6.26	0.7
2023	96	9.5	-12.79	237.72	100.35	629.54	25.38	21.5	76.87	7.47	0.66
2023	96	10.0	-14.58	273.08	167.1	716.34	26.23	21.64	73.23	9.1	0.53
2023	96	10.5	-13.91	270.95	221.82	679.81	26.79	21.85	69.69	10.64	0.52
2023	96	11.0	-18.74	364.89	182.08	606.1	27.67	22.07	67.6	11.98	0.63
2023	96	11.5	-7.9	296.26	102.23	387.15	27.8	22.29	61.8	14.23	0.42
2023	96	12.0	-11.69	227.63	112.78	607.84	28.48	22.47	57.63	16.42	0.55
2023	96	12.5	-8.25	123.25	44.58	447.53	28.26	22.58	58.96	15.71	0.44
2023	96	13.0	-13.38	475.03	185.85	816.57	28.79	22.68	57.4	16.81	0.57
2023	96	13.5	-9999	292.27	-16.9	96.06	26.45	22.8	72.65	9.41	0.41
2023	96	14.0	-9999	109.51	-9999	57.68	25.78	22.83	69.35	10.14	0.47
2023	96	14.5	-9999	85.32	-9999	58.29	24.24	22.9	68.65	9.46	0.28
2023	96	15.0	-9999	61.13	-9999	106.17	23.22	22.9	76.7	6.62	0.17
2023	96	15.5	0.25	36.94	-15.59	72.22	23.01	22.88	79.23	5.82	0.18
2023	96	16.0	1.7	41.17	-25.45	27.0	22.71	22.83	78.48	5.92	0.48
2023	96	16.5	0.21	33.72	-7.6	25.24	22.68	22.8	77.8	6.1	0.18
2023	96	17.0	7.28	26.27	6.33	24.46	22.86	22.69	78.97	5.84	0.35
2023	96	17.5	-3.98	75.79	20.27	14.87	23.86	22.64	77.49	6.64	0.27
2023	96	18.0	-0.17	-36.1	-8.43	4.66	24.15	22.6	82.34	5.3	0.15
2023	96	18.5	-9999	4.42	1.2	0.3	24.56	22.46	84.28	4.84	0.08
2023	96	19.0	-9999	-15.25	17.12	0.0	24.38	22.39	86.85	4.0	0.35
2023	96	19.5	-9999	-34.91	-2.28	0.0	24.39	22.37	90.25	2.97	0.21
2023	96	20.0	0.71	-17.9	-11.4	0.0	24.1	22.33	92.35	2.29	0.19
2023	96	20.5	1.99	-9999	-13.7	0.0	24.06	22.25	87.61	3.7	0.15
2023	96	21.0	2.73	-9999	-14.57	0.0	23.95	22.17	86.25	4.08	0.23
2023	96	21.5	0.64	-9999	-13.94	0.0	23.91	22.13	91.04	2.65	0.2
2023	96	22.0	-0.06	-4.84	-0.77	0.0	23.71	22.01	93.63	1.86	0.1
2023	96	22.5	-0.37	-2.95	-0.57	0.0	23.85	21.98	90.32	2.85	0.12
2023	96	23.0	-0.69	-1.06	-0.37	0.0	23.76	21.93	90.47	2.79	0.07
2023	96	23.5	2.12	-0.91	0.08	0.0	23.74	21.93	96.93	0.9	0.03
2023	97	0.0	1.07	9.32	0.54	0.0	23.72	21.85	94.05	1.74	0.06
2023	97	0.5	0.87	5.95	3.47	0.0	23.04	21.78	97.12	0.81	0.1
2023	97	1.0	0.67	2.58	5.39	0.0	23.12	21.72	97.96	0.58	0.16
2023	97	1.5	0.68	1.92	2.6	0.0	23.25	21.67	96.42	1.02	0.08
2023	97	2.0	0.69	1.27	-0.39	0.0	23.15	21.67	96.08	1.11	0.03
2023	97	2.5	0.93	16.33	-2.7	0.0	23.19	21.67	93.44	1.86	0.05
2023	97	3.0	1.17	10.86	-3.51	0.0	23.46	21.59	84.95	4.34	0.09
2023	97	3.5	1.42	5.39	-0.67	0.0	24.13	21.56	70.19	8.94	0.06
2023	97	4.0	1.06	-9999	1.23	0.0	23.85	21.51	74.25	7.59	0.09
2023	97	4.5	0.71	-9999	-1.52	0.0	23.7	21.4	71.18	8.42	0.05
2023	97	5.0	0.29	-9999	-1.14	0.0	23.94	21.37	67.41	9.66	0.08
2023	97	5.5	0.29	-9999	-0.76	0.2	23.74	21.37	69.49	8.94	0.1
2023	97	6.0	0.29	1.68	-1.02	9.17	23.65	21.36	70.26	8.66	0.07
